group_id,Entity_Name,Entity Acronym,Alternative_form_of_name,Related_Entity_Sub_Entity,Related_Entity_Main_Entity,Located_Location,Grouped,entity_as_author,simple_name_loc
72,Awers,,,,,Warszawa,bn_books-210-%c-17196,,awers|warszawa
73,Azyl,,,,,Warszawa,bn_books-210-%c-20511|bn_books-210-%c-11474|bn_books-210-%c-46225,,azyl|warszawa
74,Baszta,,,,,Wrocław,bn_books-210-%c-103276,,wrocław|baszta
75,Baza,,,,,Warszawa,bn_books-210-%c-209|bn_books-210-%c-28116|bn_books-210-%c-54599|bn_books-210-%c-54257|bn_books-210-%c-92726|bn_books-210-%c-54202|bn_books-210-%c-54740|bn_books-210-%c-97054|bn_books-210-%c-54987|bn_books-210-%c-101642|bn_books-210-%c-54702|bn_books-210-%c-35974|bn_books-210-%c-97979|bn_books-210-%c-55012|bn_books-210-%c-54577|bn_books-210-%c-53442|bn_books-210-%c-109148|bn_books-210-%c-101063|bn_books-210-%c-85437|bn_books-210-%c-54377|bn_books-210-%c-54653|bn_books-210-%c-106159|bn_books-210-%c-54278|bn_books-210-%c-44723|bn_books-210-%c-54128,,baza|warszawa
76,BBS,,,,,Warszawa,bn_books-210-%c-34257|bn_books-210-%c-2412,,bbs|warszawa
77,Bellona,,,,,S. l.,bn_books-210-%c-86888,,bellona|sl
78,Bez Cenzury,,Bez cenzury|Bez Cenzury,,,Warszawa,bn_books-210-%c-108539|bn_books-210-%c-56525|bn_books-210-%c-89746|bn_books-210-%c-89782|bn_books-210-%c-8535,,bezcenzury|warszawa
79,Bez Cięć,,,,,Kraków,bn_books-210-%c-3449|bn_books-210-%c-58077|bn_books-210-%c-10533|bn_books-210-%c-33594|bn_books-210-%c-33616|bn_books-210-%c-33582|bn_books-210-%c-96700|bn_books-210-%c-78592|bn_books-210-%c-18154|bn_books-210-%c-51450,,bezcięć|kraków
80,Bez Debitu,,,,,Warszawa,bn_books-210-%c-33397|bn_books-210-%c-103488,,warszawa|bezdebitu
117,BIN,,,,,Warszawa|s. l.,bn_books-210-%g-47249|bn_books-210-%c-94155|bn_books-210-%g-81862|bn_books-210-%c-40491,,bin|sl|warszawa
119,Biuro Informacji Prasowej NSZZ Solidarność,BIPS,BIPS|BI-PS|BIP KKP NSZZ Solidarność,,2004,Warszawa|Gdańsk,bn_books-210-%c-26014|bn_books-210-%c-26032|bn_books-210-%c-67069|bn_books-210-%c-69930|bn_books-210-%c-18532|bn_books-210-%c-97260|bn_books-210-%c-67008|bn_books-210-%c-78846|bn_books-210-%c-105937|bn_books-210-%c-61720|bn_books-210-%c-77717|bn_books-210-%c-66871|bn_books-210-%c-100998,,bips|biuroinformacjiprasowejkkpnszzsolidarność|bipkkpnszzkrajowejkomisjiporozumiewawczejniezależnegosamorządnegozwiązkuzawodowegosolidarność|gdańsk|gdańskwarszawa|bipsbiuroinformacjiprasowejsolidarności|biuroinformacjiprasowejkomisjikrajowejnszzsolidarność
120,KZ NSZZ Solidarność przy Wyższej Szkole Morskiej w Gdyni,KZ NSZZ Solidarność WSM,Zakładowa NSZZ Solidarność przy Wyższej Szkole Morskiej w Gdyni|Komisja Zakładowa NSZZ Solidarność przy Wyższej Szkole Morskiej w Gdyni|KZ NSZZ Solidarność przy WSM|Komisja Zakładowa NSZZ Solidarność przy WSM|KZ NSZZ S WSM|Komisja Zakładowa NSZZ Solidarność przy Wyższej Szkole Morskiej,,2011|2004,Gdynia,bn_books-225-%f-62999|bn_books-225-%f-25615|bn_books-210-%c-25615|bn_books-210-%c-35082|bn_books-225-%f-48781|bn_books-225-%f-90758|pbl_books-nan-publishing_house-1396882|bn_books-210-%c-62999|bn_books-210-%c-90758|bn_books-210-%c-48781,,drukzpgakomisjazakładowanszzsolidarnośćprzywyższejszkolemorskiejwgdyni|komisjazakładowanszzniezależnegosamorządnegozwiązkuzawodowegosolidarnośćprzywyższejszkolemorskiejwgdyni|kznszzsolidarnośćprzywsm|kznszzkomisjazakładowaniezależnegosamorządnegozwiązkuzawodowegoswsmwyższejszkołymorskiej|gdynia|komisjazakładowanszzsolidarnośćprzywsm|komisjazakładowanszzniezależnegosamorządnegozwiązkuzawodowegosolidarnośćprzywyższejszkolemorskiej
123,BIS Biuro Informacji Studenckiej Zrzeszenia Studentów Polskich,,BIS Zrzeszenia Studentów Polskich,,,Warszawa,bn_books-210-%c-94531,,bisbiuroinformacjistudenckiejzrzeszeniastudentówpolskich|warszawa
124,Bis,,,,,Warszawa,bn_books-210-%c-53600|bn_books-210-%c-53618|bn_books-210-%c-101663,,warszawa|bis
125,BiS,,,,,Wrocław,bn_books-210-%c-68466|bn_books-210-%c-59469,,wrocław|bis
126,Biuletyn Centralny,,,,,Wrocław,bn_books-210-%c-17158,,wrocław|biuletyncentralny
127,Biuletyn Oporu,,,,,Warszawa,bn_books-210-%c-17945|bn_books-210-%c-104491,,biuletynoporu|warszawa
128,Biuletyn Łódzki,BŁ,BŁ,,,Łódź,bn_books-210-%c-3496|bn_books-210-%c-66053|bn_books-210-%c-52075|bn_books-210-%c-18024|bn_books-210-%c-72116,,błbiuletynłódzki|biuletynłódzki|łódź
129,Biuro do spraw Szkolenia Komisji Krajowej NSZZ Solidarność,,Biuro ds. Szkolenia Komisji Krajowej NSZZ Solidarność,,2042|2004,S. l.,bn_books-210-%c-65697,,sl|biurodsdosprawszkoleniakomisjikrajowejnszzniezależnegosamorządnegozawiązkuzawodowegosolidarność
132,Biuro Informacji Regionu Śląsko-Dąbrowskiego NSZZ Solidarność,,,,2004|2029,Katowice,bn_books-210-%c-67103,,katowice|biuroinformacjiregionuśląskodąbrowskiegonszzsolidarność
133,Biuro Informacyjne Solidarność Region Małopolska,,,,2017|2004,Kraków,bn_books-210-%c-17286,,kraków|biuroinformacyjnesolidarnośćregionmałopolska
139,Bydgoska Niezależna Oficyna Wydawnicza Uczniowskiego Komitetu Oporu Społecznego,BNOW-UKOS-II,BNOW-UKOS-II|BNOW UKOS II - Bydgoska Niezależna Oficyna Wydawnicza Uczniowskiego Komitetu Oporu Społecznego,,,Bydgoszcz,bn_books-210-%g-81679|bn_books-210-%c-81669|bn_books-210-%c-81679,,bnowukosii|bydgoszcz|bnowukosiibydgoskaniezależnaoficynawydawniczauczniowskiegokomitetuoporuspołecznego|bydg
141,Bok,,,,,Warszawa,bn_books-210-%c-63460|bn_books-210-%c-1090,,bok|warszawa
143,Białostocka Oficyna Wydawnicza,BOW,BOW,,,Białystok,bn_books-210-%c-32361|bn_books-210-%c-7127|bn_books-210-%c-26500|bn_books-210-%c-39232|bn_books-210-%c-46962|bn_books-210-%c-49392|bn_books-210-%c-85874|bn_books-210-%c-23975|bn_books-210-%c-47069|bn_books-210-%c-69155|bn_books-210-%c-56677,,białystok|bowbiałostockaoficynawydawnicza|białostockaoficynawydawnicza
144,BPEP,,,,,Warszawa,bn_books-210-%c-104949,,bpep|warszawa
145,Bractwo Świętego Kazimierza przy Kościele Ojców Jezuitów,,,,,Łódź,bn_books-210-%c-17099,,łódź|bractwoświętegokazimierzaprzykościeleojcówjezuitów
146,Brama,,,,,Warszawa,bn_books-210-%c-38510|bn_books-210-%c-39304,,warszawa|brama
147,Braterstwo,,,,,Gdańsk,bn_books-210-%c-25746|bn_books-210-%c-71202,,gdańsk|braterstwo
148,Brzask,,,,,Warszawa,bn_books-210-%c-65647,,brzask|warszawa
149,[unknown publisher],,b.w.,,,Poznań,pbl_books-nan-publishing_house-1396240,,poznańwłaśckarków|bw
150,Bydgoska Inicjatywa Wydawnicza,,,,,Bydgoszcz,bn_books-210-%c-71867|bn_books-210-%c-109730,,bydgoszcz|bydgoskainicjatywawydawnicza
151,Bydgoska Oficyna Wydawnicza,,,,,Bydgoszcz,bn_books-210-%c-37580,,bydgoszcz|bydgoskaoficynawydawnicza
152,Bydgoska Sowa,,,,,Bydgoszcz,bn_books-210-%c-62519,,bydgoszcz|bydgoskasowa
153,Bóg i Ojczyzna,,,,,Warszawa,bn_books-210-%c-23083|bn_books-210-%c-23578|bn_books-210-%c-16806|bn_books-210-%c-23605|bn_books-210-%c-61803|bn_books-210-%c-13851|bn_books-210-%c-16648|bn_books-210-%c-15342|bn_books-210-%c-23109,,bógiojczyzna|warszawa
155,C. A. H.,,,,,Wrocław,bn_books-210-%c-8183,,wrocław|cah
156,Catacumbus,,,,,Bydgoszcz,bn_books-210-%c-43221|bn_books-210-%c-5384|bn_books-210-%c-47269|bn_books-210-%c-68014|bn_books-210-%c-4533|bn_books-210-%c-56333|bn_books-210-%c-10637,,bydgoszcz|catacumbus
157,Catena,,,,,Warszawa,bn_books-210-%c-21903|bn_books-210-%c-64317,,catena|warszawa
158,CDiA,,,,,Warszawa,bn_books-210-%c-5042|bn_books-210-%c-88070,,cdia|warszawa
160,CDN,,,,,Poznań,bn_books-210-%c-93823|bn_books-210-%c-14927,,poznań|cdn
161,CDN,,,,,Przemyśl,bn_books-210-%c-4747,,przemyśl|cdn
162,CDN,,CDN nakladatelství,,,Warszawa,bn_books-210-%c-97514|bn_books-210-%c-3038|bn_books-210-%c-51952|bn_books-210-%c-46910|bn_books-210-%c-2|bn_books-210-%c-13527|bn_books-210-%c-26512|bn_books-210-%c-58324|bn_books-210-%c-38051|bn_books-210-%c-105922|bn_books-210-%c-37154|bn_books-210-%c-65674|bn_books-210-%c-3836|bn_books-210-%c-4619|bn_books-210-%c-58908|cz_articles-610-$$a-2359429|bn_books-210-%c-60227|bn_books-210-%c-48097|bn_books-210-%c-36875|bn_books-210-%c-13737|bn_books-210-%c-5106|bn_books-210-%c-13756|bn_books-210-%c-93677|bn_books-210-%c-5223|bn_books-210-%c-7642|bn_books-210-%c-103044|bn_books-210-%c-52792|bn_books-210-%c-36944|bn_books-210-%c-1700|bn_books-210-%c-19023|bn_books-210-%c-100757|bn_books-210-%c-40399|bn_books-210-%c-107886|bn_books-210-%c-33777|bn_books-210-%c-41052|bn_books-210-%c-48059|bn_books-210-%c-22445|bn_books-210-%c-8903|bn_books-210-%c-10816|bn_books-210-%c-88194|bn_books-210-%c-30711|bn_books-210-%c-3026|bn_books-210-%c-21502|bn_books-210-%c-30197|bn_books-210-%c-68515|bn_books-210-%c-103994|bn_books-210-%c-7001|bn_books-210-%c-106773|bn_books-210-%c-4583|bn_books-210-%c-103012|bn_books-210-%c-59391|bn_books-210-%c-55566|bn_books-210-%c-105155|bn_books-210-%c-58839|bn_books-210-%c-51919|bn_books-210-%c-13868|bn_books-210-%c-55881|bn_books-210-%c-105909|bn_books-210-%c-81468|bn_books-210-%c-40983|bn_books-210-%c-9699|bn_books-210-%c-52391|bn_books-210-%c-64165|bn_books-210-%c-4564|bn_books-210-%c-13717|bn_books-210-%c-69347|bn_books-210-%c-57367|bn_books-210-%c-39010|bn_books-210-%c-48149|bn_books-210-%c-65853|bn_books-210-%c-75168|bn_books-210-%c-87115|bn_books-210-%c-48123|bn_books-210-%c-1517|bn_books-210-%c-1680|bn_books-210-%c-4101|bn_books-210-%c-22490|bn_books-210-%c-47373|bn_books-210-%c-62236|bn_books-210-%c-1724|bn_books-210-%c-37173|bn_books-210-%c-45169|bn_books-210-%c-5095|bn_books-210-%c-59153|bn_books-210-%c-5512|bn_books-210-%c-51120|bn_books-210-%c-48110|bn_books-210-%c-75523|bn_books-210-%c-35033|bn_books-210-%c-15746|bn_books-210-%c-76242|bn_books-210-%c-90003|bn_books-210-%c-39781|bn_books-210-%c-48136|bn_books-210-%c-27910|bn_books-210-%c-51707|bn_books-210-%c-58857|bn_books-210-%c-9713|bn_books-210-%c-41020|bn_books-210-%c-97711|bn_books-210-%c-27929|bn_books-210-%c-48072|pbl_books-nan-publishing_house-1390325|bn_books-210-%c-28984|bn_books-210-%c-49027|bn_books-210-%c-1802|bn_books-210-%c-76788|bn_books-210-%c-74133|bn_books-210-%c-5468|bn_books-210-%c-40939|bn_books-210-%c-12459|bn_books-210-%c-22468|bn_books-210-%c-76933|bn_books-210-%c-85220|bn_books-210-%c-90740|bn_books-210-%c-30186|bn_books-210-%c-88041|bn_books-210-%c-104678,,cdnnakladatelství|warszawa|cdn
163,CD,,,,,Kraków,bn_books-210-%c-46305|bn_books-210-%c-102628,,kraków|cd
164,Cel,,,,,Warszawa,bn_books-210-%c-33682|bn_books-210-%c-96927,,warszawa|cel
166,Centrum Badania Opinii Społecznej NSZZ Solidarność,,,,2004,,bn_books-225-%f-32336,,centrumbadaniaopiniispołecznejnszzniezależnegosamorządnegozwiązkuzawodowegosolidarność
167,Charis,,,,,Warszawa,bn_books-210-%c-23334,,charis|warszawa
168,Charta 77,,Redakce Informací o Chartě 77|Charta 77 skupina|Redakce Informace o Chartě 77,,,,cz_articles-610-$$a-2363583|cz_articles-610-$$a-2367383|cz_articles-610-$$a-2115367|cz_articles-610-$$a-2367376|cz_articles-610-$$a-2390831|cz_articles-110-$$a-2390831|cz_articles-610-$$a-2390782|cz_articles-110-$$a-2392310|cz_articles-610-$$a-2397646|cz_articles-610-$$a-2392010|cz_articles-110-$$a-2392395|cz_articles-610-$$a-2392050|cz_articles-610-$$a-2362990|cz_articles-610-$$a-2367348|cz_articles-610-$$a-2366955|cz_articles-610-$$a-2364411|cz_articles-610-$$a-2397438|cz_articles-110-$$a-2366955|cz_articles-610-$$a-2389576|cz_articles-610-$$a-2393543|cz_articles-110-$$a-2390782|cz_articles-610-$$a-2363295|cz_articles-610-$$a-2421154|cz_articles-610-$$a-2367625|cz_articles-110-$$a-2364411|cz_articles-610-$$a-2367749|cz_articles-110-$$a-2389701|cz_articles-610-$$a-2118332|cz_articles-610-$$a-2392310,,redakceinformacíochartě77|redakceinformaceochartě77|charta77skupina
169,Chatka Żaka,,,,,Lublin,bn_books-210-%c-11960,,lublin|chatkażaka
170,Chałupniczy Instytut Wydawniczy im. K. Żygulskiego,,,,,Poznań,bn_books-210-%c-27536|bn_books-210-%c-58048|bn_books-210-%c-107550,,poznań|chałupniczyinstytutwydawniczyimkżygulskiego
171,Chimera,,,,,Warszawa,bn_books-210-%c-68366,,warszawa|chimera
172,CiS,,,,,Lublin,bn_books-210-%c-96179|bn_books-210-%c-13061|bn_books-210-%c-91192|bn_books-210-%c-28892|bn_books-210-%c-109614|bn_books-210-%c-29094|bn_books-210-%c-79811|bn_books-210-%c-48666|bn_books-210-%c-64196,,lublin|cis
173,Ciąg Dalszy,,,,,Warszawa,bn_books-210-%c-105002,,ciągdalszy|warszawa
174,CND,,,,,Poznań,bn_books-210-%c-67654|bn_books-210-%c-41653|bn_books-210-%c-40466,,cnd|poznań
175,c...N,,,,,Warszawa,bn_books-210-%c-5303,,cn|warszawa
176,Consensus,,,,,Warszawa,bn_books-210-%c-73365|bn_books-210-%c-73382|bn_books-210-%c-18745|bn_books-210-%c-18730,,consensus|warszawa
177,Constans,,,,,Wrocław,bn_books-210-%c-110232|bn_books-210-%c-60470|bn_books-210-%c-34872|bn_books-210-%c-34895,,wrocław|constans
178,Copyright,,,,,Warszawa,bn_books-210-%c-5415|bn_books-210-%c-79505|bn_books-210-%c-5343|bn_books-210-%c-5399|bn_books-210-%c-5322|bn_books-210-%c-22692,,copyright|warszawa
179,Cykl,,,,,S. l.,bn_books-210-%c-42615,,sl|cykl
180,Czas Przyszły,,,,,Warszawa|etc.|s. l.,bn_books-210-%c-81961|bn_books-210-%c-81949|bn_books-210-%g-90160|bn_books-210-%c-90160|bn_books-210-%c-21919,,warszawaetc|sl|warszawa|czasprzyszły
183,Czas,,,,,Warszawa,bn_books-210-%c-20458,,czas|warszawa
184,Czuwanie,,,,,Warszawa|S. l.,bn_books-210-%c-83158|bn_books-210-%c-103028,,sl|warszawa|czuwanie
186,De Facto,,,,,Wrocław,bn_books-210-%c-12056,,wrocław|defacto
187,Der Spiegel,,,,,,cz_articles-710-$$a-2417319,,derspiegel
188,Dezerter,,,,,Warszawa,bn_books-210-%c-83223|bn_books-210-%c-103290|bn_books-210-%c-84437|bn_books-210-%c-83246,,dezerter|warszawa
189,Dialogi,,,,,Warszawa,bn_books-210-%c-42335,,dialogi|warszawa
190,Didero,,,,,S. l.,bn_books-210-%c-68149,,sl|didero
191,Konwersatorium Doświadczenie i Przyszłość,DiP,DiP-Konwersatorium Doświadczenie i Przyszłość|Doświadczenie i Przyszłość|Doświadczenie i Przyszłość diskusní klub,,,Warszawa,bn_books-210-%c-104479|bn_books-210-%c-80798|cz_books-610-$$a-2426036|bn_books-210-%c-30619|cz_books-610-$$a-2427056|cz_books-610-$$a-2427055|cz_articles-610-$$a-2360877|cz_books-610-$$a-2426954,,doświadczenieiprzyszłość|doświadczenieiprzyszłośćdiskusníklub|warszawa|dipkonwersatoriumdoświadczenieiprzyszłość
192,Divadlo na provázku,,,,,,cz_articles-610-$$a-2421555,,divadlonaprovázku
193,DLP,,,,,Stalowa Wola,bn_books-210-%c-95604,,dlp|stalowawola
194,Dolnośląska Rada Edukacji,,na zlec. Dolnośląskiej Rady Edukacji,,,Wrocław,bn_books-210-%c-23471|bn_books-210-%c-49977,,wrocław|nazlecdolnośląskiejradyedukacji|dolnośląskaradaedukacji
195,Domowe Zakłady Graficzne,,,,,Warszawa,bn_books-210-%g-76758,,domowezakładygraficzne|warszawa
198,Droga,,,,,Warszawa,bn_books-210-%c-108206|bn_books-210-%c-105667|bn_books-210-%c-91212|bn_books-210-%c-65555,,droga|warszawa
199,DRP,,,,,Warszawa,bn_books-210-%g-67069,,warsz|drp
200,Drukarnia nr 1 im. płk. Czesława Mączyńskiego,,,,,Warszawa,bn_books-210-%c-85158,,drukarnianr1impłkczesławamączyńskiego|warszawa
201,Drukarnia Salonowa Ursyna Niemcewicza,,Druk. Salonowa Ursyna Niemcewicza,,,Warszawa,bn_books-210-%c-2601|bn_books-210-%g-2590,,druksalonowaursynaniemcewicza|warsz|drukarniasalonowaursynaniemcewicza|warszawa
202,Druk,,Druk - Biblioteka Tygodnika Związkowego,,41,Warszawa,bn_books-210-%c-45270|bn_books-210-%c-73474,,drukbibliotekatygodnikazwiązkowego|druk|warszawa
203,Drukarnia im. 11 Listopada,,Druk. im. 11 Listopada,,,s. l.,bn_books-210-%g-91768,,sl|drukim11listopada
204,Drukarnia Polowa im. gen. Leopolda Niedźwiadka-Okulickiego,,Druk. Polowa im. gen. Leopolda Niedźwiadka-Okulickiego|Druk. im. gen. L. Niedźwiadka-Okulickiego,,,s. l.,bn_books-210-%g-110671|bn_books-210-%g-78808,,sl|drukimgenlniedźwiadkaokulickiego|drukpolowaimgenleopoldaniedźwiadkaokulickiego
205,Drukarnia im. H. Dobrowolskiego,,Druk. im. H. Dobrowolskiego,,,s. l.,bn_books-210-%g-74114|bn_books-210-%g-74097,,sl|drukimhdobrowolskiego
206,Drukarnia im. J. Palacha,,Druk. im. J. Palacha,,,Szczecin,bn_books-210-%g-90455,,szczec|drukimjpalacha
207,Drukarnia im. Żołnierzy Armii Krajowej,,Druk. im. Żołnierzy AK|Druk. im. Żołnierzy Armii Krajowej Regionu Świętokrzyskiego. Nurt Region Świętokrzyski|Druk. im. Żołnierzy Armii Krajowej,,,Skarżysko-Kamienna|s. l.,bn_books-210-%g-14567|bn_books-210-%g-104732|bn_books-210-%g-30793,,sl|drukimżołnierzyarmiikrajowejregionuświętokrzyskiegonurtregionświętokrzyski|drukimżołnierzyak|drukimżołnierzyarmiikrajowej|skarżyskokamienna
211,Drukarnia Polowa KOS 44 Wydawnictwo Literackie,,Druk. Polowa KOS 44 WL|Druk. Polowa KOS 44 LW,,,s. l.,bn_books-210-%g-94282|bn_books-210-%g-94293|bn_books-210-%g-94260|bn_books-210-%g-94271,,drukpolowakos44lw|sl|drukpolowakos44wl
213,Drukarnia Polowa nr 44 im. T. Kościuszko,,Druk. Polowa nr 44 im. T. Kościuszko,,,s. l.,bn_books-210-%g-72069,,sl|drukpolowanr44imtkościuszko
214,Drukarnia Polowa,,Druk. Polowa,,,s. l.,bn_books-210-%g-94249,,drukpolowa|sl
217,Zarząd Portu Gdynia,ZPG,Druk ZPG-a,,2011|2004,Gdynia,pbl_books-nan-publishing_house-1396882,,drukzpgakomisjazakładowanszzsolidarnośćprzywyższejszkolemorskiejwgdyni|gdynia
219,Drukarnia św. Barbary,,Druk. św. Barbary,,,Tarnów,bn_books-210-%g-191,,tarnów|drukśwbarbary
220,Duch a život,,,,,Praha,cz_books-264-$$b-2427038,,praha|duchaživotsamizdat
221,Duszpasterstwo Ludzi Pracy Wola,,,,,Warszawa,bn_books-210-%c-6122,,warszawa|duszpasterstwoludzipracywola
222,Duszpasterstwo Pracownicze,,,,,S. l.,bn_books-210-%c-93859,,duszpasterstwopracownicze|sl
223,Duszpasterstwo Środowisk Twórczych przy Kościele Najświętszego imienia Jezusa,,Duszpasterstwo Środowisk Twórczych przy Kościele Najś. im. Jezusa|Duszpasterstwo Środowisk Twórczych przy Kościele Najś. im. Jezus Ojców Jezuitów,,,Łódź,bn_books-210-%c-80780|bn_books-210-%c-101119|bn_books-210-%c-101133|bn_books-210-%c-110733,,duszpasterstwośrodowisktwórczychprzykościelenajświętszegoimieniajezusa|duszpasterstwośrodowisktwórczychprzykościelenajświętszegoimieniajezusojcówjezuitów|łódź
225,Dzika Oficyna Wydawnicza im. Lenki Cvrčkovej,,Dzika Oficyna Wydawnicza im. Lenki Cvr~5ckovej|Dzika Oficyna Wydawnicza im. Lenki Cvr~5ckowej,,,Wrocław,bn_books-210-%c-99123|bn_books-210-%c-8799|bn_books-210-%c-24172|bn_books-210-%c-99107,,dzikaoficynawydawniczaimlenkicvr5ckowej|wrocław|dzikaoficynawydawniczaimlenkicvr1ckowej|dzikaoficynawydawniczaimlenkicvr5ckovej
228,ECCO,,Ecco|ECCO,,,Warszawa,bn_books-210-%c-27148|bn_books-210-%c-26930|bn_books-210-%c-48352,,warszawa|ecco
229,Edice Expedice,,,,,Praha,cz_books-264-$$b-2428302|cz_books-264-$$b-2427497,,praha|ediceexpedicesamizdat
230,Edice Petlice,,,,,Praha,cz_books-264-$$b-2428314,,edicepetlicesamizdat|praha
231,Edice Prameny,,,,,Brno,cz_books-264-$$b-2427017,,brno|edicepramenysamizdat
232,Editions Spotkania,,,,,Warszawa|Paryż,bn_books-210-%c-72407,,warszawaparyż|editionsspotkania
233,ED,,,,,S. l.,bn_books-210-%c-5913,,sl|ed
234,Ekstremista,,,,,Warszawa,bn_books-210-%c-73453,,ekstremista|warszawa
235,Eldruk,,,,,s. l.,bn_books-210-%g-48646,,eldruk|sl
236,Elipsa,,,,,S. l.,bn_books-210-%c-61857,,elipsa|sl
237,Eljot,,,,,S. l.,bn_books-210-%c-30213,,sl|eljot
239,ELS,,Els,,,Wrocław|S. l.,bn_books-210-%c-26728|bn_books-210-%c-3238,,wrocław|sl|els
240,Enigma,,,,,Kraków,bn_books-210-%c-55197|bn_books-210-%c-55213,,kraków|enigma
241,Enklawa,,,,,Warszawa,bn_books-210-%c-27765|bn_books-210-%c-28314|bn_books-210-%c-13301|bn_books-210-%c-28295|bn_books-210-%c-56137|bn_books-210-%c-28364|bn_books-210-%c-13190|bn_books-210-%c-26796,,enklawa|warszawa
242,Errata,,,,,Poznań,bn_books-210-%c-104145|bn_books-210-%c-58371|bn_books-210-%c-52411|bn_books-210-%c-4485|bn_books-210-%c-56379|bn_books-210-%c-7539|bn_books-210-%c-27594,,errata|poznań
243,Errata,,,,,Szczecin,bn_books-210-%c-38135|bn_books-210-%c-25904|bn_books-210-%c-78367|bn_books-210-%c-1036|bn_books-210-%c-21569|bn_books-210-%c-38149|bn_books-210-%c-38762,,errata|szczecin
244,Errata,,,,,Warszawa,bn_books-210-%c-27784|bn_books-210-%c-48224|bn_books-210-%c-49265|bn_books-210-%c-49282|bn_books-210-%c-81973,,errata|warszawa
245,Estoński Związek Pisarzy,,Estoński związek Pisarzy,,,,pbl_articles-nan-subject_heading-1394624,,estońskizwiązekpisarzy
246,Europa,,,,,Warszawa,bn_books-210-%c-108584|bn_books-210-%c-1499|bn_books-210-%c-87845|bn_books-210-%c-54394|bn_books-210-%c-82760|bn_books-210-%c-82736,,europa|warszawa
247,Evropský kulturní klub,,,,,,cz_articles-610-$$a-2404320,,evropskýkulturníklub
248,Fakty,,,,,Warszawa,bn_books-210-%c-97403,,warszawa|fakty
249,Fakty,,,,,Wrocław,bn_books-210-%c-33132,,wrocław|fakty
250,Fakt,,,,,Gdańsk,bn_books-210-%c-103231|bn_books-210-%c-99391|bn_books-210-%c-36350,,fakt|gdańsk
251,Fakt,,,,,Łódź,bn_books-210-%g-15638|bn_books-210-%c-104445|bn_books-210-%c-10467|bn_books-210-%c-10968|bn_books-210-%c-26462|bn_books-210-%c-59329|bn_books-210-%c-1251|bn_books-210-%c-61913|bn_books-210-%c-103369|bn_books-210-%c-3434|bn_books-210-%g-51221|bn_books-210-%c-84849|bn_books-210-%c-43892|bn_books-210-%c-42069|bn_books-210-%g-110008|bn_books-210-%c-25156|bn_books-210-%c-89578|bn_books-210-%c-110008|bn_books-210-%g-98298|bn_books-210-%c-52619|bn_books-210-%c-61899|bn_books-210-%c-44666|bn_books-210-%c-8938|bn_books-210-%c-7737|bn_books-210-%c-14530|bn_books-210-%c-59818|bn_books-210-%g-8938|bn_books-210-%c-68179|bn_books-210-%g-14768|bn_books-210-%g-50643,,fakt|łódź
252,Federacja Młodzieży Walczącej,FMW,,1610,2003,,cz_articles-610-$$a-2363407|cz_articles-610-$$a-2393570,,federacjamłodzieżywalczącej
253,Federacja Południowo-Zachodnia Niezależnego Zrzeszenia Studentów,,,,2001,S. l.,bn_books-210-%c-51691,,sl|federacjapołudniowozachodnianiezależnegozrzeszeniastudentów
254,Federální shromáždění,,,,,,cz_articles-610-$$a-2389626,,federálníshromáždění
255,Feniks,,,,,Warszawa,bn_books-210-%c-10844|bn_books-210-%c-4641|bn_books-210-%c-5679|bn_books-210-%c-98234|bn_books-210-%c-100684,,feniks|warszawa
256,Feniks,,,,,Wrocław,bn_books-210-%c-49443|bn_books-210-%c-62835|bn_books-210-%c-67763|bn_books-210-%c-37745|bn_books-210-%c-93015|bn_books-210-%c-104355|bn_books-210-%c-85419|bn_books-210-%c-104347|bn_books-210-%c-37725,,feniks|wrocław
257,Filip,,,,,Bydgoszcz,bn_books-210-%c-72498,,bydgoszcz|filip
258,Film i Literatura,,,,,Łódź,bn_books-210-%c-38843,,filmiliteratura|łódź
259,Fin De Siecle - Akademicki Klub Liberalny,,,,,Gdańsk,bn_books-210-%c-91918,,gdańsk|findesiecleakademickiklubliberalny
260,Fundacja Inicjatyw Społecznych,FIS,FIS - Fundacja Inicjatyw Społecznych,,,Lublin,bn_books-210-%c-52010,,lublin|fisfundacjainicjatywspołecznych
261,Fontanna,,,,,Warszawa,bn_books-210-%c-58515,,fontanna|warszawa
262,Forum Niezależnych,,,,,Warszawa,bn_books-210-%c-18306,,forumniezależnych|warszawa
263,Niezależna Agencja Fotograficzna FOTONOWA,FOTONOWA,Niezależna Oficyna Fotograficzna Fotonowa|Niezależna Agencja Fotograficzna - Fotonowa|Fotonowa. Niezależna Agencja Fotograficzna,,695,Warszawa,bn_books-210-%c-26527|bn_books-210-%c-46347|bn_books-210-%c-25958|bn_books-210-%c-30762|bn_books-210-%c-52544,,niezależnaoficynafotograficznafotonowa|niezależnaagencjafotograficznafotonowa|fotonowaniezależnaagencjafotograficzna|warszawa
264,Robotnicza Agencja Fotograficzna - Foto,,Foto - Robotnicza Agencja Fotograficzna,,,Warszawa,bn_books-210-%c-38915,,fotorobotniczaagencjafotograficzna|warszawa
265,FotoSolidarność,,,,2004,S. l.,bn_books-210-%c-15511,,fotosolidarność|sl
266,Francuski PEN-Club,,,,,,pbl_articles-nan-subject_heading-1393479|pbl_articles-nan-subject_heading-1394460,,francuskipenclub
